CodigoNacional;NombreEstacion;Latitud;Altura;Año;Mes;Dia;T.Maxima;T.Minima
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;01;16.4;19.6
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;02;16.4;19.8
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;03;16.1;19.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;04;15.8;18.9
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;05;15.7;17.7
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;06;14.6;18.3
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;07;15.8;20.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;08;15.9;19.5
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;09;16.0;19.5
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;10;14.4;19.9
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;11;14.6;17.5
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;12;14.8;18.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;13;15.0;18.7
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;14;14.5;17.2
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;15;14.4;17.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;16;13.5;18.7
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;17;10.8;18.2
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;18;14.1;18.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;19;15.5;18.4
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;20;15.6;19.1
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;21;15.2;18.2
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;22;15.1;18.7
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;23;15.3;18.5
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;24;15.4;18.7
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;25;15.0;18.4
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;26;15.3;18.5
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;27;10.3;18.8
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;28;15.3;18.5
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;29;15.8;18.9
180005;Chacalluta, Arica Ap.;18&deg 21' 5'' S;63;2017;09;30;15.8;19.1
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;01;16.0;18.7
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;02;15.6;18.2
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;03;15.7;18.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;04;15.5;18.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;05;14.8;16.9
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;06;14.5;16.8
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;07;15.7;19.2
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;08;14.9;18.6
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;09;15.6;18.3
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;10;14.2;19.1
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;11;12.0;17.8
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;12;14.8;17.9
200006;Diego Aracena Iquique Ap.;20&deg 32' 23'' S;52;2017;09;13;15.0;18.6
